cluster_rep,cluster_member,memberContig,repContig,orfN
44_LNBYT5954Z_29,44_LNBYT5954Z_29,44_LNBYT5954Z,44_LNBYT5954Z,29
44_LNBYT5954Z_30,44_LNBYT5954Z_30,44_LNBYT5954Z,44_LNBYT5954Z,30
44_LNBYT5954Z_31,44_LNBYT5954Z_31,44_LNBYT5954Z,44_LNBYT5954Z,31
44_LNBYT5954Z_32,44_LNBYT5954Z_32,44_LNBYT5954Z,44_LNBYT5954Z,32
44_LNBYT5954Z_33,44_LNBYT5954Z_33,44_LNBYT5954Z,44_LNBYT5954Z,33
44_LNBYT5954Z_34,44_LNBYT5954Z_34,44_LNBYT5954Z,44_LNBYT5954Z,34
44_LNBYT5954Z_35,44_LNBYT5954Z_35,44_LNBYT5954Z,44_LNBYT5954Z,35
44_LNBYT5954Z_36,44_LNBYT5954Z_36,44_LNBYT5954Z,44_LNBYT5954Z,36
44_LNBYT5954Z_37,44_LNBYT5954Z_37,44_LNBYT5954Z,44_LNBYT5954Z,37
44_LNBYT5954Z_38,44_LNBYT5954Z_38,44_LNBYT5954Z,44_LNBYT5954Z,38
44_LNBYT5954Z_39,44_LNBYT5954Z_39,44_LNBYT5954Z,44_LNBYT5954Z,39
44_LNBYT5954Z_40,44_LNBYT5954Z_40,44_LNBYT5954Z,44_LNBYT5954Z,40
44_LNBYT5954Z_41,44_LNBYT5954Z_41,44_LNBYT5954Z,44_LNBYT5954Z,41
44_LNBYT5954Z_42,44_LNBYT5954Z_42,44_LNBYT5954Z,44_LNBYT5954Z,42
44_LNBYT5954Z_43,44_LNBYT5954Z_43,44_LNBYT5954Z,44_LNBYT5954Z,43
92_LNBYT5954Z_1,92_LNBYT5954Z_1,92_LNBYT5954Z,92_LNBYT5954Z,1
92_LNBYT5954Z_2,92_LNBYT5954Z_2,92_LNBYT5954Z,92_LNBYT5954Z,2
92_LNBYT5954Z_3,92_LNBYT5954Z_3,92_LNBYT5954Z,92_LNBYT5954Z,3
92_LNBYT5954Z_4,92_LNBYT5954Z_4,92_LNBYT5954Z,92_LNBYT5954Z,4
92_LNBYT5954Z_5,92_LNBYT5954Z_5,92_LNBYT5954Z,92_LNBYT5954Z,5
92_LNBYT5954Z_6,92_LNBYT5954Z_6,92_LNBYT5954Z,92_LNBYT5954Z,6
92_LNBYT5954Z_7,92_LNBYT5954Z_7,92_LNBYT5954Z,92_LNBYT5954Z,7
92_LNBYT5954Z_8,92_LNBYT5954Z_8,92_LNBYT5954Z,92_LNBYT5954Z,8
92_LNBYT5954Z_9,92_LNBYT5954Z_9,92_LNBYT5954Z,92_LNBYT5954Z,9
92_LNBYT5954Z_10,92_LNBYT5954Z_10,92_LNBYT5954Z,92_LNBYT5954Z,10
92_LNBYT5954Z_11,92_LNBYT5954Z_11,92_LNBYT5954Z,92_LNBYT5954Z,11
92_LNBYT5954Z_12,92_LNBYT5954Z_12,92_LNBYT5954Z,92_LNBYT5954Z,12
92_LNBYT5954Z_13,92_LNBYT5954Z_13,92_LNBYT5954Z,92_LNBYT5954Z,13
92_LNBYT5954Z_14,92_LNBYT5954Z_14,92_LNBYT5954Z,92_LNBYT5954Z,14
92_LNBYT5954Z_15,92_LNBYT5954Z_15,92_LNBYT5954Z,92_LNBYT5954Z,15
92_LNBYT5954Z_16,92_LNBYT5954Z_16,92_LNBYT5954Z,92_LNBYT5954Z,16
92_LNBYT5954Z_17,92_LNBYT5954Z_17,92_LNBYT5954Z,92_LNBYT5954Z,17
92_LNBYT5954Z_18,92_LNBYT5954Z_18,92_LNBYT5954Z,92_LNBYT5954Z,18
92_LNBYT5954Z_19,92_LNBYT5954Z_19,92_LNBYT5954Z,92_LNBYT5954Z,19
92_LNBYT5954Z_20,92_LNBYT5954Z_20,92_LNBYT5954Z,92_LNBYT5954Z,20
92_LNBYT5954Z_21,92_LNBYT5954Z_21,92_LNBYT5954Z,92_LNBYT5954Z,21
92_LNBYT5954Z_22,92_LNBYT5954Z_22,92_LNBYT5954Z,92_LNBYT5954Z,22
92_LNBYT5954Z_23,92_LNBYT5954Z_23,92_LNBYT5954Z,92_LNBYT5954Z,23
92_LNBYT5954Z_24,92_LNBYT5954Z_24,92_LNBYT5954Z,92_LNBYT5954Z,24
92_LNBYT5954Z_25,92_LNBYT5954Z_25,92_LNBYT5954Z,92_LNBYT5954Z,25
92_LNBYT5954Z_26,92_LNBYT5954Z_26,92_LNBYT5954Z,92_LNBYT5954Z,26
92_LNBYT5954Z_27,92_LNBYT5954Z_27,92_LNBYT5954Z,92_LNBYT5954Z,27
7515_LNBYT5954Z_2,7515_LNBYT5954Z_2,7515_LNBYT5954Z,7515_LNBYT5954Z,2
7515_LNBYT5954Z_3,7515_LNBYT5954Z_3,7515_LNBYT5954Z,7515_LNBYT5954Z,3
7515_LNBYT5954Z_4,7515_LNBYT5954Z_4,7515_LNBYT5954Z,7515_LNBYT5954Z,4
7515_LNBYT5954Z_5,7515_LNBYT5954Z_5,7515_LNBYT5954Z,7515_LNBYT5954Z,5
7515_LNBYT5954Z_6,7515_LNBYT5954Z_6,7515_LNBYT5954Z,7515_LNBYT5954Z,6
7531_LNBYT5954Z_1,7531_LNBYT5954Z_1,7531_LNBYT5954Z,7531_LNBYT5954Z,1
7531_LNBYT5954Z_2,7531_LNBYT5954Z_2,7531_LNBYT5954Z,7531_LNBYT5954Z,2
7531_LNBYT5954Z_3,7531_LNBYT5954Z_3,7531_LNBYT5954Z,7531_LNBYT5954Z,3
7559_LNBYT5954Z_1,7559_LNBYT5954Z_1,7559_LNBYT5954Z,7559_LNBYT5954Z,1
7559_LNBYT5954Z_2,7559_LNBYT5954Z_2,7559_LNBYT5954Z,7559_LNBYT5954Z,2
7559_LNBYT5954Z_3,7559_LNBYT5954Z_3,7559_LNBYT5954Z,7559_LNBYT5954Z,3
7559_LNBYT5954Z_4,7559_LNBYT5954Z_4,7559_LNBYT5954Z,7559_LNBYT5954Z,4
7563_LNBYT5954Z_1,7563_LNBYT5954Z_1,7563_LNBYT5954Z,7563_LNBYT5954Z,1
7563_LNBYT5954Z_2,7563_LNBYT5954Z_2,7563_LNBYT5954Z,7563_LNBYT5954Z,2
7563_LNBYT5954Z_3,7563_LNBYT5954Z_3,7563_LNBYT5954Z,7563_LNBYT5954Z,3
7563_LNBYT5954Z_4,7563_LNBYT5954Z_4,7563_LNBYT5954Z,7563_LNBYT5954Z,4
7563_LNBYT5954Z_5,7563_LNBYT5954Z_5,7563_LNBYT5954Z,7563_LNBYT5954Z,5
7563_LNBYT5954Z_6,7563_LNBYT5954Z_6,7563_LNBYT5954Z,7563_LNBYT5954Z,6
7563_LNBYT5954Z_7,7563_LNBYT5954Z_7,7563_LNBYT5954Z,7563_LNBYT5954Z,7
7719_LNBYT5954Z_1,7719_LNBYT5954Z_1,7719_LNBYT5954Z,7719_LNBYT5954Z,1
7719_LNBYT5954Z_2,7719_LNBYT5954Z_2,7719_LNBYT5954Z,7719_LNBYT5954Z,2
7719_LNBYT5954Z_3,7719_LNBYT5954Z_3,7719_LNBYT5954Z,7719_LNBYT5954Z,3
7719_LNBYT5954Z_4,7719_LNBYT5954Z_4,7719_LNBYT5954Z,7719_LNBYT5954Z,4
7719_LNBYT5954Z_5,7719_LNBYT5954Z_5,7719_LNBYT5954Z,7719_LNBYT5954Z,5
7719_LNBYT5954Z_6,7719_LNBYT5954Z_6,7719_LNBYT5954Z,7719_LNBYT5954Z,6
7719_LNBYT5954Z_7,7719_LNBYT5954Z_7,7719_LNBYT5954Z,7719_LNBYT5954Z,7
7719_LNBYT5954Z_8,7719_LNBYT5954Z_8,7719_LNBYT5954Z,7719_LNBYT5954Z,8
7719_LNBYT5954Z_9,7719_LNBYT5954Z_9,7719_LNBYT5954Z,7719_LNBYT5954Z,9
7737_LNBYT5954Z_1,7737_LNBYT5954Z_1,7737_LNBYT5954Z,7737_LNBYT5954Z,1
7737_LNBYT5954Z_1,10909_LNBYT5954Z_1,10909_LNBYT5954Z,7737_LNBYT5954Z,1
7737_LNBYT5954Z_2,7737_LNBYT5954Z_2,7737_LNBYT5954Z,7737_LNBYT5954Z,2
7737_LNBYT5954Z_3,7737_LNBYT5954Z_3,7737_LNBYT5954Z,7737_LNBYT5954Z,3
7782_LNBYT5954Z_1,7782_LNBYT5954Z_1,7782_LNBYT5954Z,7782_LNBYT5954Z,1
7782_LNBYT5954Z_2,7782_LNBYT5954Z_2,7782_LNBYT5954Z,7782_LNBYT5954Z,2
7782_LNBYT5954Z_3,7782_LNBYT5954Z_3,7782_LNBYT5954Z,7782_LNBYT5954Z,3
7782_LNBYT5954Z_4,7782_LNBYT5954Z_4,7782_LNBYT5954Z,7782_LNBYT5954Z,4
7782_LNBYT5954Z_5,7782_LNBYT5954Z_5,7782_LNBYT5954Z,7782_LNBYT5954Z,5
7926_LNBYT5954Z_1,7926_LNBYT5954Z_1,7926_LNBYT5954Z,7926_LNBYT5954Z,1
7926_LNBYT5954Z_2,7926_LNBYT5954Z_2,7926_LNBYT5954Z,7926_LNBYT5954Z,2
7926_LNBYT5954Z_3,7926_LNBYT5954Z_3,7926_LNBYT5954Z,7926_LNBYT5954Z,3
7926_LNBYT5954Z_4,7926_LNBYT5954Z_4,7926_LNBYT5954Z,7926_LNBYT5954Z,4
8004_LNBYT5954Z_1,8004_LNBYT5954Z_1,8004_LNBYT5954Z,8004_LNBYT5954Z,1
8004_LNBYT5954Z_2,8004_LNBYT5954Z_2,8004_LNBYT5954Z,8004_LNBYT5954Z,2
8004_LNBYT5954Z_3,8004_LNBYT5954Z_3,8004_LNBYT5954Z,8004_LNBYT5954Z,3
8041_LNBYT5954Z_1,8041_LNBYT5954Z_1,8041_LNBYT5954Z,8041_LNBYT5954Z,1
8041_LNBYT5954Z_2,8041_LNBYT5954Z_2,8041_LNBYT5954Z,8041_LNBYT5954Z,2
8041_LNBYT5954Z_3,8041_LNBYT5954Z_3,8041_LNBYT5954Z,8041_LNBYT5954Z,3
8041_LNBYT5954Z_4,8041_LNBYT5954Z_4,8041_LNBYT5954Z,8041_LNBYT5954Z,4
8041_LNBYT5954Z_5,8041_LNBYT5954Z_5,8041_LNBYT5954Z,8041_LNBYT5954Z,5
8041_LNBYT5954Z_6,8041_LNBYT5954Z_6,8041_LNBYT5954Z,8041_LNBYT5954Z,6
8041_LNBYT5954Z_7,8041_LNBYT5954Z_7,8041_LNBYT5954Z,8041_LNBYT5954Z,7
8041_LNBYT5954Z_8,8041_LNBYT5954Z_8,8041_LNBYT5954Z,8041_LNBYT5954Z,8
8041_LNBYT5954Z_9,8041_LNBYT5954Z_9,8041_LNBYT5954Z,8041_LNBYT5954Z,9
8041_LNBYT5954Z_10,8041_LNBYT5954Z_10,8041_LNBYT5954Z,8041_LNBYT5954Z,10
8041_LNBYT5954Z_11,8041_LNBYT5954Z_11,8041_LNBYT5954Z,8041_LNBYT5954Z,11
8041_LNBYT5954Z_12,8041_LNBYT5954Z_12,8041_LNBYT5954Z,8041_LNBYT5954Z,12
8041_LNBYT5954Z_13,8041_LNBYT5954Z_13,8041_LNBYT5954Z,8041_LNBYT5954Z,13
8041_LNBYT5954Z_14,8041_LNBYT5954Z_14,8041_LNBYT5954Z,8041_LNBYT5954Z,14
8041_LNBYT5954Z_15,8041_LNBYT5954Z_15,8041_LNBYT5954Z,8041_LNBYT5954Z,15
8124_LNBYT5954Z_1,8124_LNBYT5954Z_1,8124_LNBYT5954Z,8124_LNBYT5954Z,1
8124_LNBYT5954Z_2,8124_LNBYT5954Z_2,8124_LNBYT5954Z,8124_LNBYT5954Z,2
8124_LNBYT5954Z_3,8124_LNBYT5954Z_3,8124_LNBYT5954Z,8124_LNBYT5954Z,3
8124_LNBYT5954Z_4,8124_LNBYT5954Z_4,8124_LNBYT5954Z,8124_LNBYT5954Z,4
8318_LNBYT5954Z_1,8318_LNBYT5954Z_1,8318_LNBYT5954Z,8318_LNBYT5954Z,1
8318_LNBYT5954Z_2,8318_LNBYT5954Z_2,8318_LNBYT5954Z,8318_LNBYT5954Z,2
8438_LNBYT5954Z_1,8438_LNBYT5954Z_1,8438_LNBYT5954Z,8438_LNBYT5954Z,1
8438_LNBYT5954Z_2,8438_LNBYT5954Z_2,8438_LNBYT5954Z,8438_LNBYT5954Z,2
8438_LNBYT5954Z_3,8438_LNBYT5954Z_3,8438_LNBYT5954Z,8438_LNBYT5954Z,3
8438_LNBYT5954Z_4,8438_LNBYT5954Z_4,8438_LNBYT5954Z,8438_LNBYT5954Z,4
8630_LNBYT5954Z_1,8630_LNBYT5954Z_1,8630_LNBYT5954Z,8630_LNBYT5954Z,1
8630_LNBYT5954Z_2,8630_LNBYT5954Z_2,8630_LNBYT5954Z,8630_LNBYT5954Z,2
8630_LNBYT5954Z_3,8630_LNBYT5954Z_3,8630_LNBYT5954Z,8630_LNBYT5954Z,3
9106_LNBYT5954Z_1,9106_LNBYT5954Z_1,9106_LNBYT5954Z,9106_LNBYT5954Z,1
9106_LNBYT5954Z_2,9106_LNBYT5954Z_2,9106_LNBYT5954Z,9106_LNBYT5954Z,2
9106_LNBYT5954Z_3,9106_LNBYT5954Z_3,9106_LNBYT5954Z,9106_LNBYT5954Z,3
9106_LNBYT5954Z_4,9106_LNBYT5954Z_4,9106_LNBYT5954Z,9106_LNBYT5954Z,4
9135_LNBYT5954Z_1,9135_LNBYT5954Z_1,9135_LNBYT5954Z,9135_LNBYT5954Z,1
9135_LNBYT5954Z_2,9135_LNBYT5954Z_2,9135_LNBYT5954Z,9135_LNBYT5954Z,2
9135_LNBYT5954Z_3,9135_LNBYT5954Z_3,9135_LNBYT5954Z,9135_LNBYT5954Z,3
9135_LNBYT5954Z_4,9135_LNBYT5954Z_4,9135_LNBYT5954Z,9135_LNBYT5954Z,4
9135_LNBYT5954Z_5,9135_LNBYT5954Z_5,9135_LNBYT5954Z,9135_LNBYT5954Z,5
9135_LNBYT5954Z_6,9135_LNBYT5954Z_6,9135_LNBYT5954Z,9135_LNBYT5954Z,6
9430_LNBYT5954Z_1,9430_LNBYT5954Z_1,9430_LNBYT5954Z,9430_LNBYT5954Z,1
9430_LNBYT5954Z_2,9430_LNBYT5954Z_2,9430_LNBYT5954Z,9430_LNBYT5954Z,2
9430_LNBYT5954Z_3,9430_LNBYT5954Z_3,9430_LNBYT5954Z,9430_LNBYT5954Z,3
9430_LNBYT5954Z_4,9430_LNBYT5954Z_4,9430_LNBYT5954Z,9430_LNBYT5954Z,4
9532_LNBYT5954Z_1,9532_LNBYT5954Z_1,9532_LNBYT5954Z,9532_LNBYT5954Z,1
9532_LNBYT5954Z_2,9532_LNBYT5954Z_2,9532_LNBYT5954Z,9532_LNBYT5954Z,2
9532_LNBYT5954Z_3,9532_LNBYT5954Z_3,9532_LNBYT5954Z,9532_LNBYT5954Z,3
9532_LNBYT5954Z_4,9532_LNBYT5954Z_4,9532_LNBYT5954Z,9532_LNBYT5954Z,4
9532_LNBYT5954Z_5,9532_LNBYT5954Z_5,9532_LNBYT5954Z,9532_LNBYT5954Z,5
9607_LNBYT5954Z_1,9607_LNBYT5954Z_1,9607_LNBYT5954Z,9607_LNBYT5954Z,1
9607_LNBYT5954Z_2,9607_LNBYT5954Z_2,9607_LNBYT5954Z,9607_LNBYT5954Z,2
9607_LNBYT5954Z_3,9607_LNBYT5954Z_3,9607_LNBYT5954Z,9607_LNBYT5954Z,3
9662_LNBYT5954Z_1,9662_LNBYT5954Z_1,9662_LNBYT5954Z,9662_LNBYT5954Z,1
9662_LNBYT5954Z_2,9662_LNBYT5954Z_2,9662_LNBYT5954Z,9662_LNBYT5954Z,2
9662_LNBYT5954Z_3,9662_LNBYT5954Z_3,9662_LNBYT5954Z,9662_LNBYT5954Z,3
9701_LNBYT5954Z_1,9701_LNBYT5954Z_1,9701_LNBYT5954Z,9701_LNBYT5954Z,1
9701_LNBYT5954Z_2,9701_LNBYT5954Z_2,9701_LNBYT5954Z,9701_LNBYT5954Z,2
9701_LNBYT5954Z_3,9701_LNBYT5954Z_3,9701_LNBYT5954Z,9701_LNBYT5954Z,3
101970_LNBYT5954Z_2,101970_LNBYT5954Z_2,101970_LNBYT5954Z,101970_LNBYT5954Z,2
102015_LNBYT5954Z_1,102015_LNBYT5954Z_1,102015_LNBYT5954Z,102015_LNBYT5954Z,1
102045_LNBYT5954Z_1,102045_LNBYT5954Z_1,102045_LNBYT5954Z,102045_LNBYT5954Z,1
102674_LNBYT5954Z_1,102674_LNBYT5954Z_1,102674_LNBYT5954Z,102674_LNBYT5954Z,1
102674_LNBYT5954Z_2,102674_LNBYT5954Z_2,102674_LNBYT5954Z,102674_LNBYT5954Z,2
102837_LNBYT5954Z_1,102837_LNBYT5954Z_1,102837_LNBYT5954Z,102837_LNBYT5954Z,1
103160_LNBYT5954Z_1,103160_LNBYT5954Z_1,103160_LNBYT5954Z,103160_LNBYT5954Z,1
105921_LNBYT5954Z_1,105921_LNBYT5954Z_1,105921_LNBYT5954Z,105921_LNBYT5954Z,1
105921_LNBYT5954Z_2,105921_LNBYT5954Z_2,105921_LNBYT5954Z,105921_LNBYT5954Z,2
106521_LNBYT5954Z_1,106521_LNBYT5954Z_1,106521_LNBYT5954Z,106521_LNBYT5954Z,1
106814_LNBYT5954Z_1,106814_LNBYT5954Z_1,106814_LNBYT5954Z,106814_LNBYT5954Z,1
106997_LNBYT5954Z_1,106997_LNBYT5954Z_1,106997_LNBYT5954Z,106997_LNBYT5954Z,1
107326_LNBYT5954Z_1,107326_LNBYT5954Z_1,107326_LNBYT5954Z,107326_LNBYT5954Z,1
107326_LNBYT5954Z_2,107326_LNBYT5954Z_2,107326_LNBYT5954Z,107326_LNBYT5954Z,2
107685_LNBYT5954Z_1,107685_LNBYT5954Z_1,107685_LNBYT5954Z,107685_LNBYT5954Z,1
107970_LNBYT5954Z_1,107970_LNBYT5954Z_1,107970_LNBYT5954Z,107970_LNBYT5954Z,1
109350_LNBYT5954Z_1,109350_LNBYT5954Z_1,109350_LNBYT5954Z,109350_LNBYT5954Z,1
109350_LNBYT5954Z_2,109350_LNBYT5954Z_2,109350_LNBYT5954Z,109350_LNBYT5954Z,2
109372_LNBYT5954Z_1,109372_LNBYT5954Z_1,109372_LNBYT5954Z,109372_LNBYT5954Z,1
109610_LNBYT5954Z_1,109610_LNBYT5954Z_1,109610_LNBYT5954Z,109610_LNBYT5954Z,1
109610_LNBYT5954Z_2,109610_LNBYT5954Z_2,109610_LNBYT5954Z,109610_LNBYT5954Z,2
109753_LNBYT5954Z_1,109753_LNBYT5954Z_1,109753_LNBYT5954Z,109753_LNBYT5954Z,1
109753_LNBYT5954Z_2,109753_LNBYT5954Z_2,109753_LNBYT5954Z,109753_LNBYT5954Z,2
109846_LNBYT5954Z_1,109846_LNBYT5954Z_1,109846_LNBYT5954Z,109846_LNBYT5954Z,1
110128_LNBYT5954Z_1,110128_LNBYT5954Z_1,110128_LNBYT5954Z,110128_LNBYT5954Z,1
110428_LNBYT5954Z_1,110428_LNBYT5954Z_1,110428_LNBYT5954Z,110428_LNBYT5954Z,1
110493_LNBYT5954Z_2,110493_LNBYT5954Z_2,110493_LNBYT5954Z,110493_LNBYT5954Z,2
111003_LNBYT5954Z_1,111003_LNBYT5954Z_1,111003_LNBYT5954Z,111003_LNBYT5954Z,1
111415_LNBYT5954Z_1,111415_LNBYT5954Z_1,111415_LNBYT5954Z,111415_LNBYT5954Z,1
111986_LNBYT5954Z_1,111986_LNBYT5954Z_1,111986_LNBYT5954Z,111986_LNBYT5954Z,1
112054_LNBYT5954Z_1,112054_LNBYT5954Z_1,112054_LNBYT5954Z,112054_LNBYT5954Z,1
112054_LNBYT5954Z_2,112054_LNBYT5954Z_2,112054_LNBYT5954Z,112054_LNBYT5954Z,2
112284_LNBYT5954Z_1,112284_LNBYT5954Z_1,112284_LNBYT5954Z,112284_LNBYT5954Z,1
112377_LNBYT5954Z_1,112377_LNBYT5954Z_1,112377_LNBYT5954Z,112377_LNBYT5954Z,1
112706_LNBYT5954Z_1,112706_LNBYT5954Z_1,112706_LNBYT5954Z,112706_LNBYT5954Z,1
112706_LNBYT5954Z_2,112706_LNBYT5954Z_2,112706_LNBYT5954Z,112706_LNBYT5954Z,2
112857_LNBYT5954Z_1,112857_LNBYT5954Z_1,112857_LNBYT5954Z,112857_LNBYT5954Z,1
112857_LNBYT5954Z_2,112857_LNBYT5954Z_2,112857_LNBYT5954Z,112857_LNBYT5954Z,2
113020_LNBYT5954Z_1,113020_LNBYT5954Z_1,113020_LNBYT5954Z,113020_LNBYT5954Z,1
113020_LNBYT5954Z_2,113020_LNBYT5954Z_2,113020_LNBYT5954Z,113020_LNBYT5954Z,2
113422_LNBYT5954Z_1,113422_LNBYT5954Z_1,113422_LNBYT5954Z,113422_LNBYT5954Z,1
113899_LNBYT5954Z_1,113899_LNBYT5954Z_1,113899_LNBYT5954Z,113899_LNBYT5954Z,1
113998_LNBYT5954Z_1,113998_LNBYT5954Z_1,113998_LNBYT5954Z,113998_LNBYT5954Z,1
113998_LNBYT5954Z_2,113998_LNBYT5954Z_2,113998_LNBYT5954Z,113998_LNBYT5954Z,2
114340_LNBYT5954Z_1,114340_LNBYT5954Z_1,114340_LNBYT5954Z,114340_LNBYT5954Z,1
114340_LNBYT5954Z_2,114340_LNBYT5954Z_2,114340_LNBYT5954Z,114340_LNBYT5954Z,2
114419_LNBYT5954Z_1,114419_LNBYT5954Z_1,114419_LNBYT5954Z,114419_LNBYT5954Z,1
114420_LNBYT5954Z_1,114420_LNBYT5954Z_1,114420_LNBYT5954Z,114420_LNBYT5954Z,1
114746_LNBYT5954Z_1,114746_LNBYT5954Z_1,114746_LNBYT5954Z,114746_LNBYT5954Z,1
115132_LNBYT5954Z_1,115132_LNBYT5954Z_1,115132_LNBYT5954Z,115132_LNBYT5954Z,1
115132_LNBYT5954Z_2,115132_LNBYT5954Z_2,115132_LNBYT5954Z,115132_LNBYT5954Z,2
115258_LNBYT5954Z_1,115258_LNBYT5954Z_1,115258_LNBYT5954Z,115258_LNBYT5954Z,1
115258_LNBYT5954Z_2,115258_LNBYT5954Z_2,115258_LNBYT5954Z,115258_LNBYT5954Z,2
116800_LNBYT5954Z_1,116800_LNBYT5954Z_1,116800_LNBYT5954Z,116800_LNBYT5954Z,1
116800_LNBYT5954Z_2,116800_LNBYT5954Z_2,116800_LNBYT5954Z,116800_LNBYT5954Z,2
117005_LNBYT5954Z_1,117005_LNBYT5954Z_1,117005_LNBYT5954Z,117005_LNBYT5954Z,1
117125_LNBYT5954Z_1,117125_LNBYT5954Z_1,117125_LNBYT5954Z,117125_LNBYT5954Z,1
117125_LNBYT5954Z_2,117125_LNBYT5954Z_2,117125_LNBYT5954Z,117125_LNBYT5954Z,2
117125_LNBYT5954Z_3,117125_LNBYT5954Z_3,117125_LNBYT5954Z,117125_LNBYT5954Z,3
117582_LNBYT5954Z_1,117582_LNBYT5954Z_1,117582_LNBYT5954Z,117582_LNBYT5954Z,1
117850_LNBYT5954Z_1,117850_LNBYT5954Z_1,117850_LNBYT5954Z,117850_LNBYT5954Z,1
118632_LNBYT5954Z_1,118632_LNBYT5954Z_1,118632_LNBYT5954Z,118632_LNBYT5954Z,1
119015_LNBYT5954Z_1,119015_LNBYT5954Z_1,119015_LNBYT5954Z,119015_LNBYT5954Z,1
119015_LNBYT5954Z_2,119015_LNBYT5954Z_2,119015_LNBYT5954Z,119015_LNBYT5954Z,2
120023_LNBYT5954Z_1,120023_LNBYT5954Z_1,120023_LNBYT5954Z,120023_LNBYT5954Z,1
120345_LNBYT5954Z_1,120345_LNBYT5954Z_1,120345_LNBYT5954Z,120345_LNBYT5954Z,1
120710_LNBYT5954Z_1,120710_LNBYT5954Z_1,120710_LNBYT5954Z,120710_LNBYT5954Z,1
120771_LNBYT5954Z_1,120771_LNBYT5954Z_1,120771_LNBYT5954Z,120771_LNBYT5954Z,1
120771_LNBYT5954Z_2,120771_LNBYT5954Z_2,120771_LNBYT5954Z,120771_LNBYT5954Z,2
120786_LNBYT5954Z_1,120786_LNBYT5954Z_1,120786_LNBYT5954Z,120786_LNBYT5954Z,1
121018_LNBYT5954Z_1,121018_LNBYT5954Z_1,121018_LNBYT5954Z,121018_LNBYT5954Z,1
121127_LNBYT5954Z_1,121127_LNBYT5954Z_1,121127_LNBYT5954Z,121127_LNBYT5954Z,1
121240_LNBYT5954Z_1,121240_LNBYT5954Z_1,121240_LNBYT5954Z,121240_LNBYT5954Z,1
121240_LNBYT5954Z_2,121240_LNBYT5954Z_2,121240_LNBYT5954Z,121240_LNBYT5954Z,2
121385_LNBYT5954Z_1,121385_LNBYT5954Z_1,121385_LNBYT5954Z,121385_LNBYT5954Z,1
121385_LNBYT5954Z_2,121385_LNBYT5954Z_2,121385_LNBYT5954Z,121385_LNBYT5954Z,2
121385_LNBYT5954Z_2,95613_LNBYT5954Z_2,95613_LNBYT5954Z,121385_LNBYT5954Z,2
121385_LNBYT5954Z_3,121385_LNBYT5954Z_3,121385_LNBYT5954Z,121385_LNBYT5954Z,3
121424_LNBYT5954Z_1,121424_LNBYT5954Z_1,121424_LNBYT5954Z,121424_LNBYT5954Z,1
121424_LNBYT5954Z_2,121424_LNBYT5954Z_2,121424_LNBYT5954Z,121424_LNBYT5954Z,2
121502_LNBYT5954Z_1,121502_LNBYT5954Z_1,121502_LNBYT5954Z,121502_LNBYT5954Z,1
122017_LNBYT5954Z_1,122017_LNBYT5954Z_1,122017_LNBYT5954Z,122017_LNBYT5954Z,1
122017_LNBYT5954Z_2,122017_LNBYT5954Z_2,122017_LNBYT5954Z,122017_LNBYT5954Z,2
122048_LNBYT5954Z_1,122048_LNBYT5954Z_1,122048_LNBYT5954Z,122048_LNBYT5954Z,1
122048_LNBYT5954Z_2,122048_LNBYT5954Z_2,122048_LNBYT5954Z,122048_LNBYT5954Z,2
122560_LNBYT5954Z_1,122560_LNBYT5954Z_1,122560_LNBYT5954Z,122560_LNBYT5954Z,1
122738_LNBYT5954Z_1,122738_LNBYT5954Z_1,122738_LNBYT5954Z,122738_LNBYT5954Z,1
124004_LNBYT5954Z_1,124004_LNBYT5954Z_1,124004_LNBYT5954Z,124004_LNBYT5954Z,1
59416_LNBYT5954Z_1,59416_LNBYT5954Z_1,59416_LNBYT5954Z,59416_LNBYT5954Z,1
59939_LNBYT5954Z_1,59939_LNBYT5954Z_1,59939_LNBYT5954Z,59939_LNBYT5954Z,1
60675_LNBYT5954Z_1,60675_LNBYT5954Z_1,60675_LNBYT5954Z,60675_LNBYT5954Z,1
60675_LNBYT5954Z_2,60675_LNBYT5954Z_2,60675_LNBYT5954Z,60675_LNBYT5954Z,2
60737_LNBYT5954Z_1,60737_LNBYT5954Z_1,60737_LNBYT5954Z,60737_LNBYT5954Z,1
61808_LNBYT5954Z_1,61808_LNBYT5954Z_1,61808_LNBYT5954Z,61808_LNBYT5954Z,1
61925_LNBYT5954Z_1,61925_LNBYT5954Z_1,61925_LNBYT5954Z,61925_LNBYT5954Z,1
61925_LNBYT5954Z_2,61925_LNBYT5954Z_2,61925_LNBYT5954Z,61925_LNBYT5954Z,2
62220_LNBYT5954Z_1,62220_LNBYT5954Z_1,62220_LNBYT5954Z,62220_LNBYT5954Z,1
62220_LNBYT5954Z_2,62220_LNBYT5954Z_2,62220_LNBYT5954Z,62220_LNBYT5954Z,2
62220_LNBYT5954Z_3,62220_LNBYT5954Z_3,62220_LNBYT5954Z,62220_LNBYT5954Z,3
62222_LNBYT5954Z_1,62222_LNBYT5954Z_1,62222_LNBYT5954Z,62222_LNBYT5954Z,1
62222_LNBYT5954Z_1,37202_LNBYT5954Z_1,37202_LNBYT5954Z,62222_LNBYT5954Z,1
